"","TAXON_ID","ee_model","ee_lm_slope"
"1",5134,"lm",0
"2",10001,"poly",0.00026424951303334
"3",10007,"lm",2.41690549745002e-05
"4",10014,"poly",0.000420863885063451
"5",10030,"poly",-0.000508585811590429
"6",10034,"poly",0.000345647489898795
"7",10035,"lm",0.000316267788240847
"8",10044,"poly",0.00075890745772385
"9",10174,"poly",0.00110440782372426
"10",10176,"poly",0.000381065991737079
"11",10218,"poly",-7.22168459448399e-05
"12",10221,"poly",0.000420863885063451
"13",10222,"poly",0.000377638459820595
"14",10224,"poly",0.000256958350392672
"15",10225,"poly",0.000145533088919488
"16",10226,"poly",0.000564540142181849
"17",10230,"poly",0.000420863885063451
"18",10235,"poly",0.000256958350392672
"19",10237,"poly",0.000420863885063451
"20",10242,"poly",0.000678737687666849
"21",10246,"poly",0.000822487624223024
"22",10248,"poly",0.00123775188893438
"23",10249,"poly",0.000681531944392742
"24",10250,"poly",0.000779991253210261
"25",10253,"poly",0.00161151040309673
"26",10254,"poly",0.000160451483232207
"27",10258,"poly",0.000719829778786867
"28",10259,"poly",0.000455547000037209
"29",10260,"poly",0.000525393891849026
"30",10265,"poly",0.000824232329623693
"31",10267,"poly",0.00111877698477685
"32",10268,"poly",0.00111877698477685
"33",10269,"poly",0.000544989578293072
"34",10270,"poly",0.000433427624967422
"35",10271,"poly",0.000292252577511443
"36",10272,"poly",0.000292252577511443
"37",10273,"poly",0.000403947454125871
"38",10277,"poly",0.000206446570141802
"39",10281,"poly",0.000845772384958004
"40",10282,"poly",0.000315831157713385
"41",10288,"poly",0.000366550818228066
"42",10291,"poly",0.000189620166002892
"43",10295,"poly",0.000251931179513899
"44",10302,"poly",0.000302824406645079
"45",10306,"poly",0.000272436678825316
"46",10309,"poly",0.000673563758514163
"47",10311,"poly",-0.000491826404138901
"48",10313,"poly",0.00061352809673578
"49",10317,"poly",0.000780218064912361
"50",10318,"poly",0.000490142181858781
"51",10319,"poly",0.000111940298507452
"52",10322,"poly",0.000406279776305512
"53",10326,"poly",0.00060455670525179
"54",10329,"poly",0.000327389083261983
"55",10330,"poly",0.000751549963045464
"56",10331,"poly",0.000486219153608515
"57",10337,"poly",0.000464792310269097
"58",10338,"poly",0.000497882392898359
"59",10339,"poly",0.000632327530055448
"60",10341,"poly",0.000539515948933647
"61",10342,"poly",0.000467482994938034
"62",10344,"poly",0.00057623159585045
"63",10350,"poly",0.000474339648391468
"64",10357,"poly",-0.000257519633751442
"65",10359,"lm",0.000387371310529646
"66",10360,"poly",0.000420863885063451
"67",10361,"poly",0.000266993895857372
"68",10362,"poly",0.000568114229351988
"69",10364,"poly",0.000186992539972021
"70",10365,"poly",0.000344831442425138
"71",10366,"poly",0.000605463021550591
"72",10369,"poly",0.000547331143534209
"73",10373,"poly",0.000681066612076769
"74",10377,"poly",0.000331078646666916
"75",10380,"poly",0.000527734235838983
"76",10381,"poly",0.00049803048349276
"77",10382,"poly",0.00058445862954554
"78",10383,"poly",0.000479092567089739
"79",10384,"poly",0.00085362278383643
"80",10385,"poly",0.000450828525700674
"81",10392,"poly",0.00026174465887521
"82",10398,"poly",0.000442131877130195
"83",10401,"poly",0.000508839840696773
"84",10402,"poly",2.05112219451377e-05
"85",10403,"poly",0.000330128968623221
"86",10405,"poly",0.000330136877954363
"87",10408,"poly",0.000384820365131956
"88",10415,"poly",0.000404721172814225
"89",10416,"poly",0.000624624539397785
"90",10419,"poly",0.0004859507016042
"91",10421,"poly",0.00030088956712695
"92",10424,"poly",0.000541941787322747
"93",10425,"poly",0.000575951446011841
"94",10429,"poly",0.000711466669148033
"95",10430,"poly",0.000494879033758887
"96",10436,"poly",0.00102021976567702
"97",10437,"poly",2.05112219451377e-05
"98",10441,"poly",7.7563553802067e-05
"99",10443,"poly",0.000662012878252129
"100",10445,"poly",3.53405199687358e-05
"101",10449,"poly",-6.81691294152699e-05
"102",10453,"poly",0.000596457151364668
"103",10454,"poly",0.000768463635686897
"104",10463,"poly",0.000728118835374239
"105",10465,"poly",0.000308570551233845
"106",10466,"poly",0.000627215310604078
"107",10470,"poly",0.000384825715561848
"108",10471,"lm",-0.0001134328358209
"109",10475,"poly",0.000103455114878038
"110",10476,"poly",4.72187069639225e-05
"111",10481,"poly",0.000275335603776631
"112",10482,"poly",-0.000191339271229563
"113",10484,"poly",0.000445100867234883
"114",10486,"poly",0.000368085755759852
"115",10488,"poly",0.000178428661820916
"116",10494,"poly",0.00115735428220493
"117",10498,"poly",0.000319289462909891
"118",10499,"poly",-0.000109668924703167
"119",10504,"poly",0.00127592306547065
"120",10506,"poly",0.000293627126214315
"121",10509,"poly",0.000538172758402491
"122",10521,"poly",0.000109877048671853
"123",10526,"poly",-0.000538216027096433
"124",10527,"poly",-0.000538216027096433
"125",10529,"poly",0.000162113489596919
"126",10532,"poly",-0.000307054192876023
"127",10536,"poly",-6.3623163209028e-05
"128",10543,"poly",0.000131004578106961
"129",10544,"lm",5.26110097888558e-06
"130",10545,"poly",5.58992237482467e-05
"131",10546,"lm",-8.1940670711299e-06
"132",10547,"poly",0.000195656780224274
"133",10549,"poly",0.000601123706591738
"134",10555,"poly",0.000734875807992467
"135",10558,"poly",0.000572880880820344
"136",10560,"poly",0.000779085634793604
"137",10564,"poly",0.000578125829704357
"138",10565,"poly",0.000407799414709504
"139",10566,"poly",-0.000114016265306892
"140",10574,"poly",0.000240775194210622
"141",10578,"poly",0.000337998819582163
"142",10580,"poly",0.000370368156102271
"143",10583,"poly",0.000347381778762061
"144",10585,"poly",0.000401425540626038
"145",10591,"poly",0.000422806478827808
"146",10593,"poly",-2.45134137791233e-19
"147",10594,"lm",-1.53236312204558e-05
"148",10598,"poly",0.000778657135147197
"149",10603,"poly",0.000464055811962629
"150",10605,"poly",0.000570417860820588
"151",10608,"poly",0.000341052530365632
"152",10613,"poly",0.000372729091450468
"153",10614,"poly",0.00032855840143776
"154",10617,"poly",0.000253220227682377
"155",10619,"poly",0.000441275542487071
"156",10620,"poly",2.05112219451377e-05
"157",10622,"poly",-0.000114016265306892
"158",10623,"poly",-0.000443315219414146
"159",10625,"poly",0.000455758923586566
"160",10630,"poly",0.000363176945695462
"161",10631,"poly",0.000284788029925178
"162",10633,"poly",-5.73491644024334e-05
"163",10634,"poly",0.000528013920422828
"164",10635,"poly",0.000538112275281942
"165",10637,"poly",0.000232621493529864
"166",10638,"poly",0.000315126363196482
"167",10640,"lm",-9.83362489300099e-06
"168",10641,"poly",0.000428786243346855
"169",10645,"poly",0.000455758923586566
"170",10646,"poly",0.000455758923586566
"171",10647,"lm",-6.18429312930791e-05
"172",10650,"poly",-0.000120444225257756
"173",10652,"poly",0.00060060055086165
"174",10662,"poly",0.00024126570567185
"175",10671,"poly",0.000610370661831551
"176",10675,"poly",0.000401425540626038
"177",10679,"poly",0.000771081934467313
"178",10693,"poly",0.000247697919380655
"179",10694,"poly",0.000394318441635771
"180",10697,"poly",0.000356658958945928
"181",10700,"poly",0.00048043851813253
"182",10702,"poly",0.000422576820209592
"183",10705,"lm",0.000111137454870283
"184",10779,"poly",0.00039667947668142
"185",10868,"poly",0.000566113633825873
"186",10930,"poly",0.000490471931179531
"187",10954,"poly",6.32681356310637e-05
"188",10976,"poly",0.000434440019354607
"189",11001,"poly",0.000191834911654758
"190",11003,"poly",0.000137076669851074
"191",11008,"poly",0.000301885522512135
"192",11017,"poly",0.000799363531469837
"193",11027,"poly",0.000472720871949489
"194",11028,"poly",0.000231760617113938
"195",11033,"poly",0.000304197878428823
"196",11034,"poly",-0.000601633207984933
"197",11050,"poly",-0.000107427327204379
"198",11055,"poly",-0.000851764246101165
"199",11061,"lm",0.000111006066922244
"200",11069,"poly",-0.000583270368853984
"201",11072,"poly",0.000259117132541777
"202",11092,"poly",-0.000401707490283987
"203",11097,"poly",-0.000183396894884435
"204",11113,"poly",0.000449887142484937
"205",11115,"poly",0.000586854691629142
"206",11129,"poly",0.000388172027287852
"207",11133,"poly",0.000915162653068823
"208",11136,"poly",0.000981884840138457
"209",11137,"poly",0.000611020334735308
"210",11138,"poly",0.000618121208173606
"211",11141,"poly",0.00197531358171735
"212",11147,"poly",0.000821340305951536
"213",11150,"poly",0.000233189281593457
"214",11151,"poly",-0.000595868537611195
"215",11152,"poly",-0.000200095842483341
"216",11162,"poly",0.000675212917502714
"217",11165,"poly",0.000142800640963616
"218",11175,"lm",0.000116029755047158
"219",11179,"poly",0.000302221746628447
"220",11242,"poly",-3.89445444941053e-05
"221",11261,"poly",0.000205466743588784
"222",11263,"poly",0.000103129613776511
"223",11265,"poly",0.000227520640891193
"224",11275,"poly",9.07256113447673e-05
"225",11280,"poly",0.00034274574757136
"226",11324,"poly",0.00189181896006253
"227",11334,"poly",0.00119977109465143
"228",11335,"poly",0.00119977109465143
"229",11349,"poly",0.00160850671827893
"230",11351,"poly",0.00129072840287342
"231",11372,"poly",0.00189181896006253
"232",11378,"poly",0.00129072840287342
"233",11379,"poly",0.00129072840287342
"234",11381,"poly",0.00129072840287342
"235",11395,"poly",0.000135762358012691
"236",11398,"poly",-0.000147569974317945
"237",11415,"poly",0.000163143580281699
"238",11438,"lm",-1.47113559385163e-05
"239",11455,"lm",-3.63326757732578e-05
"240",11457,"poly",-0.000708545799679904
"241",11458,"poly",-0.000675572263371425
"242",11468,"poly",-0.000439625749060187
"243",11480,"poly",-0.000191763129489706
"244",11811,"poly",0.00189181896006253
"245",12017,"lm",0
"246",12059,"poly",0.000564040458555097
"247",12076,"poly",0.000395485167677813
"248",12077,"poly",0.00038625637399039
"249",12092,"poly",0.000461179141697992
"250",12105,"poly",7.14073026389233e-05
"251",12126,"poly",0.000326111493653915
"252",12137,"poly",7.14073026389233e-05
"253",12138,"poly",0.000214970502847355
"254",12144,"poly",0.000406078398531043
"255",12150,"poly",0.000515244537908949
"256",12159,"poly",0.000624045297204749
"257",12160,"poly",0.000350411595389634
"258",12170,"poly",0.000329791193657636
"259",12174,"poly",0.000339626989739588
"260",12177,"poly",0.000474246287266903
"261",12182,"poly",0.000217672609520965
"262",12194,"poly",0.000317194293777084
"263",12204,"poly",9.58052629619947e-05
"264",12271,"poly",0.000296318671604562
"265",12283,"poly",0.000330993411992411
"266",12287,"poly",-0.000852058287118026
"267",12318,"poly",0.000406078398531043
"268",12326,"poly",0.000229275458741208
"269",12375,"poly",0.000284354722646127
"270",12386,"poly",0.000282257043957274
"271",12407,"poly",0.000415404186761247
"272",12408,"poly",7.6851049348909e-05
"273",12429,"poly",0.000437057542710379
"274",12433,"poly",-0.000852058287118026
"275",12441,"poly",0.000130993943712156
"276",12444,"poly",0.000243327183108328
"277",12446,"poly",0.000142703874641743
"278",12450,"poly",0.000378059648320565
"279",12451,"poly",0.000565005396955378
"280",12452,"poly",0.000189247496929318
"281",12458,"poly",0.000393255666803136
"282",12462,"poly",0.000378059648320565
"283",12464,"poly",0.000262927755238761
"284",12475,"poly",0.000243298470242299
"285",12519,"poly",0.00025276617225593
"286",12526,"poly",0.000186640364263476
"287",12541,"poly",0.000397035629210552
"288",12557,"poly",7.14073026389233e-05
"289",12578,"poly",0.000323899207205863
"290",12580,"poly",0.000323899207205863
"291",12583,"poly",0.00051495049689209
"292",12588,"poly",0.000349889579533763
"293",12599,"poly",0.000569505806379571
"294",12603,"poly",0.000444777282539922
"295",12650,"poly",0.000295985250094387
"296",12660,"poly",0.00031030632374288
"297",12665,"poly",0.000236352113083795
"298",12669,"poly",0.000343960993039788
"299",12681,"poly",0.000236352113083795
"300",12682,"poly",0.000386591623287203
"301",12683,"poly",-5.8203372166597e-05
"302",12693,"poly",0.000259987055578306
"303",12699,"poly",0.000294651637903579
"304",12722,"poly",0.000262440292304077
"305",12724,"poly",0.0002851633354425
"306",12726,"poly",0.000501566978077194
"307",12727,"poly",0.000398992723415339
"308",12734,"poly",0.000290695835039272
"309",12919,"poly",0.000404560294360051
"310",12936,"poly",0.00030552490043547
"311",12938,"poly",0.000419411127033161
"312",12941,"lm",-0.000247171250977034
"313",12956,"poly",0.000393255666803136
"314",12957,"poly",0.000198702023773667
"315",12968,"poly",0.000640237093832579
"316",12969,"poly",0.000514071165370149
"317",12972,"poly",0.000373764283321547
"318",12973,"poly",0.000259987055578306
"319",12988,"poly",0.000338078311683474
"320",12993,"poly",0.000131210406818764
"321",12994,"poly",0.000141508996993426
"322",13941,"lm",-0.000205670525179592
