"","TAXON_ID","lm_slope","ee_lm_slope","fame_lm_slope"
"1",10034,8.56566535149076e-05,0.000345647489898795,8.56566535149076e-05
"2",10258,0.000150048541242789,0.000719829778786867,0.000150048541242789
"3",10267,1.06953574732938e-05,0.00111877698477685,1.06953574732938e-05
"4",10268,8.34520559381407e-05,0.00111877698477685,8.34520559381407e-05
"5",10269,0.000386773939199111,0.000544989578293072,0.000386773939199111
"6",10273,0.000509432661390926,0.000403947454125871,0.000509432661390926
"7",10281,-0.000802495109177801,0.000845772384958004,-0.000802495109177801
"8",10282,0.000282904135192434,0.000315831157713385,0.000282904135192434
"9",10288,0.000359960815123199,0.000366550818228066,0.000359960815123199
"10",10306,0.000145306420833738,0.000272436678825316,0.000145306420833738
"11",10322,1.22605955236917e-05,0.000406279776305512,1.22605955236917e-05
"12",10338,0.000221705985132753,0.000497882392898359,0.000221705985132753
"13",10339,-0.00111414388363941,0.000632327530055448,-0.00111414388363941
"14",10361,2.29692002245214e-05,0.000266993895857372,2.29692002245214e-05
"15",10364,0.000319528691985583,0.000186992539972021,0.000319528691985583
"16",10380,7.19681550358655e-06,0.000527734235838983,7.19681550358655e-06
"17",10382,6.09849143765605e-05,0.00058445862954554,6.09849143765605e-05
"18",10392,0.000182949883556081,0.00026174465887521,0.000182949883556081
"19",10398,0.000178559607458613,0.000442131877130195,0.000178559607458613
"20",10401,0.000234954188445285,0.000508839840696773,0.000234954188445285
"21",10408,1.22774681083861e-05,0.000384820365131956,1.22774681083861e-05
"22",10424,0.000247851068405616,0.000541941787322747,0.000247851068405616
"23",10436,-1.25103567350271e-05,0.00102021976567702,-1.25103567350271e-05
"24",10453,-0.000369723469650498,0.000596457151364668,-0.000369723469650498
"25",10465,-0.000234109829581066,0.000308570551233845,-0.000234109829581066
"26",10470,0.000172616473547196,0.000384825715561848,0.000172616473547196
"27",10471,-0.00020328710885138,-0.0001134328358209,-0.00020328710885138
"28",10475,0.00028226242706951,0.000103455114878038,0.00028226242706951
"29",10484,-0.000217612932525883,0.000445100867234883,-0.000217612932525883
"30",10488,0.000574469513738039,0.000178428661820916,0.000574469513738039
"31",10529,0.000110380751166511,0.000162113489596919,0.000110380751166511
"32",10547,0.000685166824658694,0.000195656780224274,0.000685166824658694
"33",10549,-4.72341630523495e-05,0.000601123706591738,-4.72341630523495e-05
"34",10558,9.55439536517814e-05,0.000572880880820344,9.55439536517814e-05
"35",10560,0.000478976105337404,0.000779085634793604,0.000478976105337404
"36",10564,-5.47769073366036e-05,0.000578125829704357,-5.47769073366036e-05
"37",10565,8.24743458579529e-05,0.000407799414709504,8.24743458579529e-05
"38",10574,0.000153385303131483,0.000240775194210622,0.000153385303131483
"39",10578,-5.56439088445806e-05,0.000337998819582163,-5.56439088445806e-05
"40",10580,0.000343760023973648,0.000370368156102271,0.000343760023973648
"41",10583,1.12964562983328e-05,0.000347381778762061,1.12964562983328e-05
"42",10591,0.000161874630587427,0.000422806478827808,0.000161874630587427
"43",10613,2.81374950939825e-05,0.000372729091450468,2.81374950939825e-05
"44",10614,-0.000148265039801742,0.00032855840143776,-0.000148265039801742
"45",10617,-6.52607206919901e-05,0.000253220227682377,-6.52607206919901e-05
"46",10619,0.00033873512122902,0.000441275542487071,0.00033873512122902
"47",10625,0.000173612509709308,0.000455758923586566,0.000173612509709308
"48",10630,0.000284965200511968,0.000363176945695462,0.000284965200511968
"49",10631,0.00020439466767303,0.000284788029925178,0.00020439466767303
"50",10638,-9.26848514116598e-05,0.000315126363196482,-9.26848514116598e-05
"51",10645,8.00347060527807e-05,0.000455758923586566,8.00347060527807e-05
"52",10662,-0.000300898287990285,0.00024126570567185,-0.000300898287990285
"53",10693,-0.000195711493461123,0.000247697919380655,-0.000195711493461123
"54",10694,-5.77220911797021e-05,0.000394318441635771,-5.77220911797021e-05
"55",10697,3.68852413025886e-05,0.000356658958945928,3.68852413025886e-05
"56",10705,7.11851518991821e-06,0.000111137454870283,7.11851518991821e-06
"57",10976,0.000165180696568907,0.000434440019354607,0.000165180696568907
"58",11003,-0.000600157238730164,0.000137076669851074,-0.000600157238730164
"59",11017,-0.000203835470519596,0.000799363531469837,-0.000203835470519596
"60",11027,0.000658587733540963,0.000472720871949489,0.000658587733540963
"61",11028,0.000150112425810716,0.000231760617113938,0.000150112425810716
"62",11069,-0.00086032284113373,-0.000583270368853984,-0.00086032284113373
"63",11097,-0.000322239364695446,-0.000183396894884435,-0.000322239364695446
"64",11113,-9.13418158433079e-06,0.000449887142484937,-9.13418158433079e-06
"65",11115,-3.5944423099432e-05,0.000586854691629142,-3.5944423099432e-05
"66",11150,-0.000139862404364462,0.000233189281593457,-0.000139862404364462
"67",11165,-4.620902772356e-06,0.000142800640963616,-4.620902772356e-06
"68",11242,-7.81221296470571e-05,-3.89445444941053e-05,-7.81221296470571e-05
"69",11261,-0.000151989053801502,0.000205466743588784,-0.000151989053801502
"70",11265,-0.000259177213254242,0.000227520640891193,-0.000259177213254242
"71",11395,-0.000194422337640131,0.000135762358012691,-0.000194422337640131
"72",60555,0.00147851672946253,NA,0.00147851672946253
"73",10647,-0.0001205729988636,-6.18429312930791e-05,-0.0001205729988636
"74",10385,1.15404402487785e-05,0.000450828525700674,1.15404402487785e-05
"75",10476,7.18623316678045e-05,4.72187069639225e-05,7.18623316678045e-05
"76",10381,4.28900475159107e-05,0.00049803048349276,4.28900475159107e-05
"77",10502,4.96555142533083e-18,NA,4.96555142533083e-18
"78",10499,5.24096743870965e-18,-0.000109668924703167,5.24096743870965e-18
